,id,name,username,created_at,protected,verified,location,description,followers_count,following_count,tweet_count,account_type
25,236883451,Adeyemo Caleb,Caleb_Oluwa,2011-01-11T15:52:20.000Z,FALSE,FALSE,In God's hand,Defining success,302,289,6552,1
26,247286959,Bryana Arnold,Bryana_arnold,2011-02-04T13:52:21.000Z,FALSE,FALSE,,"I promise you this, no matter who enters your life Ill love you more than any of them!!❤",41,0,950,1
27,287813431,AteBall,Ateball76,2011-04-25T18:40:21.000Z,FALSE,FALSE,,,0,9,18,1
28,296037546,dede candrayadi,candrayadi,2011-05-10T02:53:38.000Z,FALSE,FALSE,,,1,0,13,1
29,314657624,young savage YSG,treyTheyoungsta,2011-06-10T16:12:08.000Z,FALSE,FALSE,,,39,0,166,1
30,324787516,Jimmy DeRoche,JimmyDeRoche,2011-06-27T06:25:47.000Z,FALSE,FALSE,houma la,,36,0,126,1
31,336473232,Joe Massey,JM1249,2011-07-16T10:41:58.000Z,FALSE,FALSE,,,0,0,44,1
32,415916548,john flerin,funky_1973,2011-11-19T00:20:21.000Z,FALSE,FALSE,Bradford,,2,0,80,1
33,362951589,Rob Saunders,ross13581,2011-08-27T07:56:52.000Z,FALSE,FALSE,,,4,0,39,1
34,391240681,Joseph Elsen,JosphElsen,2011-10-15T08:14:50.000Z,FALSE,FALSE,,,42,0,79,1
35,421377073,sofkhan eland,sofkhaneland,2011-11-25T21:33:18.000Z,FALSE,FALSE,,,1,0,36,1
36,422175201,van-alves,van_nilson,2011-11-26T22:36:34.000Z,FALSE,FALSE,,que Deus abençoe a todos os twitteros de plantão,19,212,82,1
37,445580208,Melton Lorin,cl_ilona,2011-12-24T15:45:31.000Z,FALSE,FALSE,,,8,0,40,1
38,531325210,Ahmed Fayaz,fayaz1660,2012-03-20T14:59:44.000Z,FALSE,FALSE,Maldives,,50,316,84,1
39,466512645,Mughal baba,baba_gang,2012-01-17T13:56:33.000Z,FALSE,FALSE,Islamabad Pakistan,,2,0,32,1
40,491646384,Wayne jr Haro,WaynejrHaro,2012-02-13T21:27:28.000Z,FALSE,FALSE,,,12,0,12,1
41,541756204,lorna docherty,lornadocherty,2012-03-31T15:45:18.000Z,FALSE,FALSE,,,4,0,8,1
42,552972960,Adam Ridley,Adam4Sian,2012-04-13T17:58:14.000Z,FALSE,FALSE,Nottingham,,4,0,28,1
43,558217637,selaheng,selaheng,2012-04-20T01:32:51.000Z,FALSE,FALSE,,"MY NUMBER 017515001,010429366",7,0,23,1
44,905563909,Zafira Kalisha•lady,zafirakalisha,2012-10-26T08:19:57.000Z,FALSE,FALSE,Depok,"Manager Ustadz Sholeh Mahmoed (Solmed), Ustadz Riza Muhammad & Ustadz Kembar Adie & Alwi ☎  08113804050  27d5fa8e",177,0,309,1
45,632530117,Margie Jenkin,optimisticmom12,2012-07-11T03:02:55.000Z,FALSE,FALSE,Paranaque City,,4,0,27,1
46,629763521,Belinda Kennedy,genuis0523,2012-07-08T00:38:53.000Z,FALSE,FALSE,,Come in 😍😍😍 https://t.co/ocvcYzR6cA,8,0,73,1
47,855059899,Katie'nin Babası.,xKeyti,2012-09-30T17:28:34.000Z,FALSE,FALSE,,"Katie'yi yurtdısına tek gönderdim, pişmanım.",7,0,71,1
48,1041268514,Evangelistic temple,worshipflow,2012-12-28T03:57:01.000Z,FALSE,FALSE,"Philadelphia,Pa",Pastor Glenn Dawson Sr. Pastor/Preacher/Teacher/LifeCoach/YL/,15,0,30,1
49,1053328369,Stephanie Haig,SIbraheim,2013-01-01T19:28:25.000Z,FALSE,FALSE,,Come in 😚😚❤️❤️ https://t.co/Mwcl3N6h8B,26,0,92,1
50,1125882799,Holly McCracken,H2Biblehimer,2013-01-27T18:44:23.000Z,FALSE,FALSE,,,27,988,115,1
51,1110944112,Chris Hartman,ChrisHartman574,2013-01-22T08:22:49.000Z,FALSE,FALSE,,,6,0,74,1
52,1239182106,Einar Havsteen,EinarHavsteen,2013-03-03T15:41:31.000Z,FALSE,FALSE,,,2,0,47,1
53,1266794580,low buck nguan,LNguan,2013-03-14T11:10:58.000Z,FALSE,FALSE,,,1,0,70,1
54,1427001162,Nevaeh Starlee,NevaehStarlee,2013-05-14T04:47:05.000Z,FALSE,FALSE,,,1,323,31,1
55,1616538564,Angela Miller,AsatruWoman,2013-07-24T02:01:39.000Z,FALSE,FALSE,,Proud Heathen,16,0,84,1
56,1676688116,abiyu birhanu,llogarmadon,2013-08-16T21:34:53.000Z,FALSE,FALSE,,i love cartoon netwok,10,477,69,1
57,1711062954,King Keyword,King_Keyword,2013-08-29T22:02:56.000Z,FALSE,FALSE,Seattle Wa,King Keyword Is a Professional Marketing company located in Washington state with a combined 20+ years experience with online marketing and SEO!,392,0,50,1
58,2286491246,Navash Ibrahim,navash73,2014-01-11T11:32:04.000Z,FALSE,FALSE,,,47,447,68,1
59,2491336532,Helen Garrison,whofkc,2014-05-12T11:55:01.000Z,FALSE,FALSE,,Come in 😚😚❤️❤️ https://t.co/bfmPQq8z5e,2,0,24,1
60,2536140665,Inmortal Garen,inmortal_garen,2014-05-09T00:57:57.000Z,FALSE,FALSE,in DEMACIA ,¡¡¡ Demaciaaaa !!! potis a mi? no thx mi pasiva se encarga ¡¡¡Demaciaaaa!!!,2,0,36,1
61,2719889500,Gabriel Guedez,soccerGuru6,2014-07-21T16:59:33.000Z,FALSE,FALSE,,,33,40,64,1
62,2763627948,Стоян Стойнов,a9be06b23b0d418,2014-08-24T19:27:30.000Z,FALSE,FALSE,България Сливен,,6,0,44,1
63,3253380578,Thao_choding,Thao_cholding,2015-06-23T06:37:15.000Z,FALSE,FALSE,,,6,0,53,1
64,3251992613,PrzesniakoV,PrzesniakoV,2015-05-13T16:16:37.000Z,FALSE,FALSE,"Gołdap, Polska",CS:GO player,3,159,48,1
65,4004864834,Bakes & Brunches,bakesbrunches,2015-10-24T18:15:31.000Z,FALSE,FALSE,,,0,0,5,1
66,3334161732,Frensis Holli,dejuan_kyle,2015-08-25T05:51:12.000Z,FALSE,FALSE,"Malungon, Soccsksargen","Hеy!Gеntle, dо yоu wаnt a rеlaxing massagе Find my name herе https://t.co/rdcHmzDr2M",85,0,72,1
67,3255659827,Joydeep Mukherjee,joydeep_in,2015-06-25T13:05:15.000Z,FALSE,FALSE,,,62,584,579,1
68,8.73E+17,Nikki Adamson,Theezlul,2017-06-07T18:48:27.000Z,FALSE,FALSE,,You want me? 👯💋😊 https://t.co/IkPw8vYXGa,6,560,85,1
69,7.78E+17,Julissa Rodriguez,Julissa90210,2016-09-20T05:52:48.000Z,FALSE,FALSE,"San Francisco, CA",Aspiring model on the cusp of success,4,0,142,1
70,8.35E+17,Eileen Searcy,eileen62searcy,2017-02-25T05:40:45.000Z,FALSE,FALSE,,,2,365,111,1
71,1.35E+18,Roma Samson,samson_roma,2021-01-01T17:49:11.000Z,FALSE,FALSE,,,0,0,2,1
72,19719693,Penny Holmes,pennyholntlworl,2009-01-29T16:50:16.000Z,FALSE,FALSE,,,3,0,44,1
73,9.23E+17,Javichi,resacator,2017-10-24T23:08:31.000Z,TRUE,FALSE,,,2,0,27,1
74,9.08E+17,Rahul,rahul_rahulx988,2017-09-12T12:13:05.000Z,TRUE,FALSE,,,31,609,9994,1
75,9.17E+17,Annika,svenskannika,2017-10-09T16:40:29.000Z,FALSE,FALSE,,,1,0,27,1
76,615262815,isabela cristina,34174180,2012-06-22T13:48:36.000Z,FALSE,FALSE,o,m,1,19,3,1
77,42795412,Twinbee,Twinbee1970,2009-05-27T02:38:23.000Z,FALSE,FALSE,Thailand,Ask me you will know,3,0,125,1
78,69721771,Todd Koyama,tacollama2,2009-08-28T23:12:01.000Z,FALSE,FALSE,"Spokane, WA",,17,0,9,1
79,56821575,●○♪Misunderstood●○♪,BlahhOreo,2009-07-14T21:26:21.000Z,FALSE,FALSE,New York,Tell me No lies & I won't either..I dnt give a phuck :),596,0,26449,1
80,59016382,Madison McDonald,Madieeeeeeeeee,2009-07-22T03:07:49.000Z,FALSE,FALSE,,,3,0,8,1
81,64829231,Thais Messias,thaismessias3,2009-08-11T21:29:18.000Z,FALSE,FALSE,Brasil,,5,0,65,1
82,66749755,BeachBoi321,BeachBoi321,2009-08-18T18:01:44.000Z,FALSE,FALSE,"Flint, Michigan",Construction Worker🚧🚜⛏🛠⚒🔨🔧⛓⚙️,74,412,874,1
83,83810671,Dnd,estugar,2009-10-20T09:51:37.000Z,FALSE,FALSE,Madrid,,7,0,26,1
84,73840453,Rosea,KingRosea,2009-09-13T07:55:00.000Z,FALSE,FALSE,Rosea City,Pro,32,163,51,1
85,89974800,#NAME?,brudebianchi,2009-11-14T17:01:42.000Z,FALSE,FALSE,Maua sp,Uma menina com cara de gsarota e atitudes de mulher; D,35,0,465,1
86,84545542,Candice Debleu,candicedebleu,2009-10-23T09:15:38.000Z,FALSE,FALSE,"London, UK","Left the cold white north of Toronto, Canada for the grey rain of London, UK. Working in Healthcare Comms at Ruder Finn. These views are my own.",232,452,1553,1
87,90573208,louie bole,louietheownah,2009-11-17T05:56:41.000Z,FALSE,FALSE,,,1,0,58,1
88,1.45E+18,akaza_ishida,JuniorJoely,2021-10-29T14:19:49.000Z,FALSE,FALSE,,,0,15,1,1
89,94563005,KUERT Datenrettung,KUERT_Germany,2009-12-04T13:56:16.000Z,FALSE,FALSE,Bochum / Germany,"Datenrettung von defekter Festplatte, RAID-System, Speicherkarte, USB-Sticks & Co.    -     Impressum: https://t.co/jTdltC2weY",579,2007,2672,1
90,110675291,pokthai,poksystems,2010-02-02T11:26:25.000Z,FALSE,FALSE,,,3,0,8,1
91,124677649,Evelyn Armenta,nyleve_eav,2010-03-20T05:43:52.000Z,FALSE,FALSE,,Si la vida te da la espalda ¡¡AGÁRRALE LAS NALGAS!! 3,29,0,93,1
92,129754903,Akhnos🔺,Akhnos,2010-04-05T08:59:26.000Z,FALSE,FALSE,O_o ,"Previously, multiple off-chain startups
Currently, full gas on #Avalanche

Co-Founder: @wislapp, @nfdnaclub
Game Advisor/Co-producer: @Avasharks, @SlimeShadies",239,341,192,1
93,124553575,Kang Ji Hyun,Mgirlz_JiHoney,2010-03-19T19:50:30.000Z,FALSE,FALSE,South Korea,dancer.singer.Starship Ent trainee.auditioned SM global in 2010.current back-up dancer for Starship.Core Contents.TS ent 이름은 지현입니다.전 Starship 에서 연수에 저는 백업 댄서입니다,10,0,571,1
94,129054355,Niall Ashe,NiallAshe,2010-04-03T01:46:34.000Z,FALSE,FALSE,Ireland,Im niall ashe im cool ok,11,0,672,1
95,134863528,victor Rocco poeta,victorRocco77,2010-04-19T17:24:54.000Z,FALSE,FALSE,Osorno-Chile,"Quiero ser un aporte a la sociedad, sea con mis letras o acciones, sueño con tener miles de contactos por el mundo para todos trabajar por un bien comun, creo e",80,0,301,1
96,130877708,Julie Faith,JulieSayz,2010-04-08T16:06:44.000Z,FALSE,FALSE,"San Clemente, CA",Camera always in hand...,116,385,323,1
97,153345010,Clothing Wear,clothingwearau,2010-06-08T09:03:15.000Z,FALSE,FALSE,Australia,http://t.co/RCqHFClh7w,511,0,3688,1
98,141244064,"It's Angelina, baby.",Angelina_babyx3,2010-05-07T15:04:38.000Z,FALSE,FALSE,Geeermany,"I'm an german girl (: i love singing an dancing. I'm 14 Years old and a very friendly and helpful girl,:)",47,0,397,1
99,153747803,Dennis Boshoeve,dboshoeve,2010-06-09T10:23:25.000Z,FALSE,FALSE,Vriezenveen,"Voetballer Dos' 37 1, docent scheikunde.",104,0,2108,1
100,155403543,taylaa jayde  warren,taylaahhjayhde,2010-06-14T01:52:04.000Z,FALSE,FALSE,penerith,"Tayllaaah jaayyde milonivijic  
S U M M E R ! ~~~~~~~~~~~~~~~~~~ 
PARTYHARD! 
the boys& the girls 

Bᵉˡᶤᵉᵇ Iᶰ Eᵛᵉʳʸᵗʰᶤᶰᵍ Bᵉᶜᵃᵘˢᵉ Eᵛᵉʳʸᵗʰᶤᶰᵍˢ Rᵉᵃᶜʰᵃᵇˡᵉ ♥",4,0,112,1
101,160882939,fajar saputra,s_putra88,2010-06-29T11:08:20.000Z,FALSE,FALSE,"Depok, Jawa Barat",Tetap Berdoa & Lakukan Usaha Terbaikmu,162,0,564,1
102,160287673,Chris Witham,cbswith3,2010-06-27T19:15:38.000Z,FALSE,FALSE,,,6,0,27,1
103,170309365,곽암,am7366,2010-07-24T13:43:43.000Z,FALSE,FALSE,,,7,0,26,1
104,165801118,Henry Whitney,Whitney014xEH,2010-07-12T15:39:29.000Z,FALSE,FALSE,"East Hampton, NY",Whats there to know,5,0,102,1
105,172900649,Natalie Melamed,NathMelamed,2010-07-30T22:23:42.000Z,FALSE,FALSE,,Chanuffa,84,1415,5344,1
106,181330260,Meen,Swish1_,2010-08-21T22:48:26.000Z,FALSE,FALSE,,Blessed,693,0,33989,1
107,1.20E+18,B,ib2_89,2019-11-23T12:06:33.000Z,FALSE,FALSE,,,0,0,4,1
108,193899435,gabriela,gabrielalindade,2010-09-22T22:57:11.000Z,FALSE,FALSE,yamamamoto ,https://t.co/PX6swr3JwO,14,0,106,1
109,188483855,Ahlee Geophrey,alistopthat,2010-09-08T21:03:58.000Z,FALSE,FALSE,"bloomingdale,il","ok,and?",8,0,131,1
110,185935064,Sebas Bustamante,sebaas47,2010-09-02T05:09:35.000Z,FALSE,FALSE,,Guitarrista de Skelter (Heavy / Thrash) https://t.co/LqjOpzlexK,15,0,140,1
111,194683342,theo regnault,teiio50,2010-09-24T18:57:00.000Z,FALSE,FALSE,,,7,0,15,1
112,201694340,Dipen Shah,Dips_Rocks,2010-10-12T12:26:39.000Z,FALSE,FALSE,,,5,0,8,1
113,201110874,shannon poo,prankdialroxxxx,2010-10-11T03:02:30.000Z,FALSE,FALSE,,,0,0,8,1
114,209108370,Fran Barboosa,franbaarbosa,2010-10-28T14:40:52.000Z,FALSE,FALSE,sorocaba (:,"soomente uma meniina , porém ela pode te surpreender a cada instante :)",8,0,89,1
115,221517327,felicia garcia,garcia7786,2010-11-30T21:51:48.000Z,FALSE,FALSE,,,2,0,21,1
116,221722878,JasmineJustin,justimejustin,2010-12-01T12:44:15.000Z,FALSE,FALSE,,,3,0,56,1
117,223991351,Jamie Duff,sheriffjamie,2010-12-07T21:40:05.000Z,FALSE,FALSE,Scotland,"Hello. 
I like to keep the plastic on my new things for as long as i can",5,0,23,1
118,224282950,Linger,JaeJYJJJ,2010-12-08T16:23:01.000Z,FALSE,FALSE,china,"JYJ from 東方神起 

Only Kim Jaejoong.",12,0,518,1
119,212771510,Deja jones,djones95yahoo,2010-11-07T00:55:23.000Z,FALSE,FALSE,newyork,my name is deja im a kewl person and anything elser yah wanna kno then tweet me duceus!!!3,7,0,47,1
120,212874126,budi arto simamora,budiartbjh,2010-11-07T09:14:56.000Z,FALSE,FALSE,Medan,honest boy & love a good change,55,0,277,1
121,214475390,Demi and Selena,DelenaShow,2010-11-11T14:02:21.000Z,FALSE,FALSE,DelenaLand,The Official Selena Gomez and Demi Lovato video shows.,20,0,134,1
122,217974814,vagne love,vagnelove9,2010-11-21T02:10:06.000Z,FALSE,FALSE,,,76,0,8,1
123,218834453,a2579b5131@naver.com,pocari12345,2010-11-23T11:36:48.000Z,FALSE,FALSE,,,1,0,6,1
124,232192901,.,laurynbettles,2010-12-30T13:54:20.000Z,FALSE,FALSE,,old acc,451,0,10110,1
125,226722872,Jonathan Livingstone,jonnie1988,2010-12-14T22:27:55.000Z,FALSE,FALSE,Ahoghill,,165,1655,520,1
126,228602149,zachary stevens,Annyoungzac,2010-12-20T05:24:06.000Z,FALSE,FALSE,"Wichita Falls,Tx","Hello,Hello My name is Zac i love kpop.Im 21.My favorites are SHInee,B2st,Teentop,Super junior,the BOSS,2pm",4,0,92,1
127,229947816,Azamuddin Arsad,azamuddinarsad,2010-12-23T20:06:19.000Z,FALSE,FALSE,,sharing cools thing that I learn in everyday life.,46,0,2051,1
128,228818957,Lee,Lee_c_za,2010-12-20T19:24:43.000Z,FALSE,FALSE,Norway,,7,4,93,1
129,232086240,Ary Lestari,Incessmom,2010-12-30T06:11:25.000Z,TRUE,FALSE,,be a tough mom n wife,19,12,403,1
130,236687800,- pay pout -,eggiepay,2011-01-11T04:22:42.000Z,FALSE,FALSE,,freedom for fun .,5,0,29,1
131,235916106,Lauren Coveney,Laurenasaurus95,2011-01-09T11:08:04.000Z,TRUE,FALSE,essex ,"I'm not saying I am batman, I am just saying that no one has ever seen me and batman in the same room...",92,327,253,1
132,247042638,louise,wishluan,2011-02-03T23:54:34.000Z,FALSE,FALSE,me encontrem no @stuffstyles,△ shine bright like a luade △,660,0,25740,1
133,237253585,Toozab,toozab,2011-01-12T12:37:28.000Z,FALSE,FALSE,,,2,0,24,1
134,241911112,yanghu,yanghuyy,2011-01-23T13:04:07.000Z,FALSE,FALSE,,,1,0,5,1
135,244604489,raja,sheharyar1234,2011-01-29T18:03:10.000Z,FALSE,FALSE,,,2,0,123,1
136,244845936,ann-marie driver,angle198427,2011-01-30T08:03:22.000Z,FALSE,FALSE,,,5,0,95,1
137,251175591,yassine,chgonhou,2011-02-12T16:03:43.000Z,FALSE,FALSE,,,0,0,11,1
138,255736141,Luke Woodall,Luke21111987,2011-02-21T23:33:34.000Z,FALSE,FALSE,,,4,0,8,1
139,252444349,MARIA C,malupcial,2011-02-15T06:03:26.000Z,FALSE,FALSE,,,7,0,11,1
140,255781298,이정민,jjang_mini,2011-02-22T01:32:33.000Z,FALSE,FALSE,,,58,0,46,1
141,279268073,Hayley Weaver,____Hayley____,2011-04-08T23:02:46.000Z,FALSE,FALSE,,,12,0,14,1
142,256288707,Rachel Kelly,ESTRESTAR,2011-02-23T01:32:38.000Z,FALSE,FALSE,USA,The best revenge is improve yourself,104,860,154,1
143,260693793,Kang_eun_sun,Kang_eun_sun,2011-03-04T11:51:51.000Z,FALSE,FALSE,Bekasi utara,"I'm PRIMADONNA just PRIMADONNA

I love Kim Heechul but I'm not Elf :)",70,787,181,1
144,273006454,Fredrick Andrew Utz,fredutz,2011-03-27T16:44:41.000Z,FALSE,FALSE,,,1,0,7,1
145,259580007,King'Keiz Mommy,___milaaagros,2011-03-02T05:00:54.000Z,FALSE,FALSE,"Louisville, KY",GG KatieP  O4|12|O16,718,0,49444,1
146,270789494,Aspen Soffe,aspen_soffe,2011-03-23T07:48:09.000Z,FALSE,FALSE,New Zealand,accounting the uninteresting life of a teenage girl.,40,0,3454,1
147,278802252,Kent Moran,KentMoran,2011-04-08T00:47:04.000Z,FALSE,FALSE,"New York, NY, USA",Actor | Filmmaker I Singer @wishingwellpics @actingandvoice @actorssum LINKS: https://t.co/Z6ALMxllbN. https://t.co/yEiQQaOtIv,591189,46262,3821,1
148,278927480,Shataya Ennals,Shataya13m,2011-04-08T07:25:23.000Z,FALSE,FALSE,,,3,0,103,1
149,287878186,aso 82,asog82,2011-04-25T21:08:22.000Z,FALSE,FALSE,,,69,72,94,1
150,280381743,amirul,amirul5443,2011-04-11T06:50:31.000Z,FALSE,FALSE,,,337,0,1410,1
151,286542991,katie,TheJonasSet,2011-04-23T06:11:00.000Z,FALSE,FALSE,,i just love the jobros basically,140,0,783,1
152,289420546,Thalita Medeiros,thalimede,2011-04-28T16:29:30.000Z,FALSE,FALSE,Natal ,"Natalense, estudante, católica, apaixonada pela música e adoradora da vida.",105,0,780,1
153,291994353,Flyzik's Mickey Ears,MattsMickeyEars,2011-05-02T23:13:39.000Z,FALSE,FALSE,Stranded in Disney with Flyzik,Dedicated to the greatest band manager and his completely healthy obsessions.,95,0,183,1
154,290643377,hamed idir,hamedidir,2011-04-30T16:52:52.000Z,FALSE,FALSE,,,3,0,73,1
155,297406448,Rabia Malik,rabialoveszayn,2011-05-12T13:24:32.000Z,FALSE,FALSE,Germany ,♥ @zaynmalik,22,0,225,1
156,293892904,김대표,hsj6104,2011-05-06T04:58:22.000Z,FALSE,FALSE,,,0,0,5,1
157,296172295,shabirkhan,shabirkhan3,2011-05-10T09:47:38.000Z,FALSE,FALSE,"Bhinmal, India","i am computer oprater
my education http://t.co/EaJuD6Hyz0 final & accounting of kavita electronic",5,0,33,1
158,296340842,Pete Christiansen,Pete_EC,2011-05-10T16:02:14.000Z,FALSE,FALSE,,,3,0,7,1
159,296369338,jackie v.,jackie_419,2011-05-10T16:58:02.000Z,FALSE,FALSE,,,3,0,27,1
160,301059379,Sergio Pullara,spullara_sl,2011-05-18T20:15:27.000Z,FALSE,FALSE,,,16,0,12,1
161,312514371,Jed Aaron,J3basketball,2011-06-07T07:28:24.000Z,FALSE,FALSE,,"#hateonit
#getoffme",55,0,187,1
162,313293710,Jeremy,Jeremy0405,2011-06-08T12:49:27.000Z,FALSE,FALSE,,,4,0,106,1
163,313116175,Lakara Arnold,nursekars,2011-06-08T05:07:14.000Z,FALSE,FALSE,,,4,0,82,1
164,336445766,Abel Ferreira,Abel_Ferreira99,2011-07-16T09:16:12.000Z,FALSE,FALSE,,,17,124,11,1
165,314128566,Ben Archer,BenArcher2,2011-06-09T19:16:18.000Z,FALSE,FALSE,New York City,a guy in the city who wants to design buildings,6,0,79,1
166,321279433,James bull,bullyginge,2011-06-21T09:22:18.000Z,FALSE,FALSE,wolverhampton ,,278,906,1912,1
167,329977491,Francis  Quartey,francis2g3,2011-07-05T22:29:35.000Z,FALSE,FALSE,,,0,0,28,1
168,331481593,YoanVendittelli,YoanVendittelli,2011-07-08T07:24:33.000Z,FALSE,FALSE,"Lyon, France",Geek dans l’âme  et fier de l'être,270,68,405,1
169,346429898,I'amSoftware,iamsoftware_inc,2011-08-01T07:35:56.000Z,FALSE,FALSE,null,We are retiring I'amSoftware as we will stop developement for I'amOS 2.0 and others.,23,0,799,1
170,354162350,Александр Зорин,AleksandrZorin,2011-08-13T07:10:11.000Z,FALSE,FALSE,Днепропетровск,,6,46,26,1
171,358356698,Billy Clarkson,BillyClarksonnn,2011-08-19T20:00:02.000Z,FALSE,FALSE,50,ox26,549,0,9223,1
172,356735358,Betixutik,betixutik,2011-08-17T08:46:11.000Z,FALSE,FALSE,,,19,1011,111,1
173,358417673,CARLOS MARRUFO,CARLOSRucco,2011-08-19T22:07:27.000Z,FALSE,FALSE,,,4,0,57,1
174,361461753,Zane Rodriguez,ZaneRodriguez1,2011-08-24T20:34:20.000Z,FALSE,FALSE,,,1,0,74,1
175,358257491,Jully miri,JullyMiri_xxt,2011-08-19T16:46:43.000Z,FALSE,FALSE,Santos -.-,- menina inteligente não usa o corpo usa a mente ;),12,0,156,1
176,362368725,saddique,saddiqueish,2011-08-26T08:38:15.000Z,FALSE,FALSE,,,2,0,16,1
177,360813660,Osama,anita2371,2011-08-23T20:12:49.000Z,FALSE,FALSE,,Poznaj siebie i żyj w zgodzie ze sobą moje motto😌,3,230,40,1
178,366949561,짱구천규뉨,seveno70,2011-09-03T03:27:25.000Z,FALSE,FALSE,댁ㅜ,친하게지내요^^,2,0,31,1
179,1.22E+18,Marie,mariefll,2020-01-10T18:54:07.000Z,TRUE,FALSE,,,8,21,40,1
180,363852718,kamel,gokar2241,2011-08-28T20:07:00.000Z,FALSE,FALSE,,,11,0,15,1
181,363889252,Woody Carbonez,WoodyCarbonez,2011-08-28T21:24:17.000Z,FALSE,FALSE,,,5,0,81,1
182,368005595,NicoMaturana,NicoMaturana1,2011-09-04T22:54:19.000Z,FALSE,FALSE,,,4,0,15,1
183,366811956,Brunna Lacerda :D,bruuuh_3,2011-09-02T21:35:27.000Z,FALSE,FALSE,,"Deixo as coisas que amo livres ..Se elas voltarem é porque as conquistei, ..Se não voltarem é porque nunca as possuí...",179,0,18334,1
