,id,name,username,created_at,protected,verified,location,description,followers_count,following_count,tweet_count,account_type
52,169686021,ye,kanyewest,2010-07-22T23:00:05.000Z,FALSE,TRUE,,,31878438,208,1934,0
53,119509520,Chris Brown,chrisbrown,2010-03-03T21:39:14.000Z,FALSE,TRUE,,hate me tomorrow but love me tonight,32220354,0,4650,0
54,132385468,Salman Khan,BeingSalmanKhan,2010-04-13T02:56:21.000Z,FALSE,TRUE,MUMBAI,"Film actor, artist, painter, humanitarian",44574862,28,43173,0
55,42420346,AGNEZ MO,agnezmo,2009-05-25T15:05:00.000Z,FALSE,TRUE,Los Angeles,DREAM BELIEVE & MAKE IT HAPPEN! This account is supervised by management & have full rights to block any parties with negative influence in any form.,17899770,1034,15712,0
56,31239408,BEYONCÉ,Beyonce,2009-04-14T21:56:04.000Z,FALSE,TRUE,,act i RENAISSANCE out now,15720258,9,22,0
57,14920785,Blake Shelton,blakeshelton,2008-05-27T13:43:08.000Z,FALSE,TRUE,"Tishomingo, Ok","The Official Blake Shelton Twitter. You're getting the real BS straight from Blake himself. (And a few official updates from Team BS, too.)",19760881,655,13143,0
58,16190898,Ryan Seacrest,RyanSeacrest,2008-09-08T19:55:09.000Z,FALSE,TRUE,"New York, NY",Taller in person,14872459,582,18766,0
59,14502789,Ivete Sangalo,ivetesangalo,2008-04-23T23:25:12.000Z,FALSE,TRUE,,Twitter Oficial da artista brasileira Ivete Sangalo.,17144714,796,45450,0
60,133880286,Leonardo DiCaprio,LeoDiCaprio,2010-04-16T22:04:13.000Z,FALSE,TRUE,"Los Angeles, CA",Actor and Environmentalist,19632229,236,2740,0
61,24929621,ParisHilton,ParisHilton,2009-03-17T18:45:05.000Z,FALSE,TRUE,"Los Angeles, CA",✨Click the link below for exclusive content! 💘,16916509,18216,26691,0
62,49573859,will.i.am,iamwill,2009-06-22T08:24:19.000Z,FALSE,TRUE,,https://t.co/45JasOwNjz,11974887,1430,8922,0
63,219255067,د. محمد العريفي,MohamadAlarefe,2010-11-24T10:45:31.000Z,FALSE,FALSE,,(Muslim Scholar) سناب شات mohamad_alarefe راسل المكتبwhatsapp 00966535227779 فيس https://t.co/EetTTLaevY يوتيوب https://t.co/q8377q5t7t,19383988,0,23296,0
64,157140968,Kendall,KendallJenner,2010-06-19T00:03:11.000Z,FALSE,TRUE,,@drink818 on Instagram and Twitter,32446002,109,9667,0
65,18091904,Ashley Tisdale,ashleytisdale,2008-12-13T02:32:20.000Z,FALSE,TRUE,,"Dancing my way through tiktok & helping you live your best non toxic life.
✧ Founder of Frenshe + Being Frenshe",12284078,208,11011,0
66,3004231,Snoop Dogg,SnoopDogg,2007-03-30T19:05:42.000Z,FALSE,TRUE,LBC,“I STILL GOT IT” mixtape OUT NOW,20560362,2783,42745,0
67,43152482,Alejandro Sanz,AlejandroSanz,2009-05-28T17:21:35.000Z,FALSE,TRUE,,#SOY 👉 https://t.co/RKlNHJcdCq,19793882,4295,30950,0
68,40255499,Ricky Martin,ricky_martin,2009-05-15T14:53:26.000Z,FALSE,TRUE,Puerto Rico,https://t.co/4OqzpYcGFx,20228276,432,7700,0
69,29479000,Ronaldinho,10Ronaldinho,2009-04-07T16:11:50.000Z,FALSE,TRUE,"Rio de Janeiro, Brasil",Twitter oficial do jogador Ronaldinho Gaúcho. Duas vezes eleito o melhor do mundo pela FIFA.,21099111,144,6204,0
70,413487212,Simon Cowell,SimonCowell,2011-11-15T23:12:59.000Z,FALSE,TRUE,,@syco,10861725,2328,1965,0
71,285332860,Wayne Rooney,WayneRooney,2011-04-20T23:47:12.000Z,FALSE,TRUE,,@dcunited | https://t.co/AQADVVriOR | @foundationwr | @triplessports,17215735,539,3348,0
72,35936474,Kevin Durant,KDTrey5,2009-04-28T01:14:36.000Z,FALSE,TRUE,At the crib dog,"IM ME, I DO ME, AND I CHILL. @35ventures @boardroom",20606936,1485,24913,0
73,24886570,Maroon 5,maroon5,2009-03-17T14:13:03.000Z,FALSE,TRUE,"Los Angeles, CA",The Official Twitter page for Maroon 5 @adamlevine @jamesbvalentine @JRCarmichael @pjmorton & @SamFarrar  JORDI Out Now: https://t.co/gql3eqwh6U,14153577,479,7386,0
74,47363197,raditya dika,radityadika,2009-06-15T15:39:56.000Z,FALSE,FALSE,"Jakarta Selatan, DKI Jakarta",Tukang melamun yang mengubah kopi menjadi cerita.  CP: management@radityadika.com,15550034,696,52718,0
75,236699098,Kylie Jenner,KylieJenner,2011-01-11T05:03:57.000Z,FALSE,TRUE,,,40353913,964,14289,0
76,48332360,Claudia Leitte🧃,ClaudiaLeitte,2009-06-18T12:25:09.000Z,FALSE,TRUE,Brasil,🎤,14556226,1073,59895,0
77,14213711,Danilo Gentili,DaniloGentili,2008-03-25T06:44:38.000Z,FALSE,TRUE,Santo André,Desde 1979 estragando tudo e decepcionando pessoas.,17274898,407,86842,0
78,175883705,أحمد الشقيري,shugairi,2010-08-07T22:34:41.000Z,FALSE,TRUE,saudi Arabia,باحث عن السلام الداخلي في وسط ضعفي البشري,18381527,0,2136,0
79,36152770,Marcos Mion,marcosmion,2009-04-28T19:15:13.000Z,FALSE,TRUE,My own world!,Twitter Oficial Marcos Mion - actor/TV Host/Entrepreneur,13924004,220,28935,0
80,101695592,Deepika Padukone,deepikapadukone,2010-01-04T07:51:32.000Z,FALSE,TRUE,,,27325101,66,665,0
81,259379883,Charlie Sheen,charliesheen,2011-03-01T20:09:03.000Z,FALSE,TRUE,Hamburger Hamlet,"Actor, Dad, world champion air guitarist.",10320614,185,2331,0
82,90836187,Andrés Iniesta,andresiniesta8,2009-11-18T09:33:28.000Z,FALSE,TRUE,,⚽️ @visselkobe player | Kobe-BCN-Fuentealbilla | My personal projects: @thisiscapitten @mikakus @bodegainiesta | Management: @weare_nsn,25491822,119,3425,0
83,113419517,Hrithik Roshan,iHrithik,2010-02-11T18:06:33.000Z,FALSE,TRUE,,Man on mission- to live the best life possible come what may.,32088774,87,6107,0
84,18681139,PRIYANKA,priyankachopra,2009-01-06T16:05:15.000Z,FALSE,TRUE,,Dreamer.. Achiever..,27886621,534,22299,0
85,43023158,Luciano Huck,LucianoHuck,2009-05-28T02:06:04.000Z,FALSE,TRUE,"Rio de Janeiro, Brasil",curious / curioso,13312816,549,12594,0
86,224223563,Gerard Piqué,3gerardpique,2010-12-08T13:20:43.000Z,FALSE,TRUE,Barcelona,FCBarcelona football player | Kosmos President & Founder,20366915,758,3141,0
87,492399548,Zac Efron,ZacEfron,2012-02-14T17:36:20.000Z,FALSE,FALSE,,,15103951,109,1822,0
88,24852465,Carly Rae Jepsen,carlyraejepsen,2009-03-17T07:10:51.000Z,FALSE,TRUE,,THE LONELIEST TIME 💌 Out now. 💖🖤🌛🍇 (213) 732-3275,9543752,74130,7206,0
89,19562228,Russell Brand,rustyrockets,2009-01-26T22:21:06.000Z,FALSE,TRUE,,"Join me weekdays LIVE on RUMBLE | 5:00 PM (GMT) | 12:00 PM (ET)
https://t.co/AhoMyFM4IP",11164912,657,16857,0
90,47288005,JUANES,JUANES,2009-06-15T07:57:11.000Z,FALSE,TRUE,🌎 🌍 ,NOV 10 2022 • AMORES PROHIBIDOS,11538056,766,13030,0
91,9.81339E+17,Paulina Rubio,PauRubio,2018-06-14T18:51:44.000Z,FALSE,FALSE,,Now over at @paulinarubio,592,0,0,0
92,17696167,Ludacris,Ludacris,2008-11-28T02:06:50.000Z,FALSE,TRUE,"Atlanta, GA",,11407817,317,22520,0
93,17461978,SHAQ,SHAQ,2008-11-18T10:27:25.000Z,FALSE,TRUE,"Orlando, FL","VERY QUOTATIOUS, I PERFORM RANDOM ACTS OF SHAQNESS                        @djdiesel",15934670,875,10370,0
94,5520952,Paulo Coelho,paulocoelho,2007-04-26T07:32:00.000Z,FALSE,TRUE,,I delete tweets,15355464,248,36237,0
95,50374439,Tom Hanks,tomhanks,2009-06-24T17:39:05.000Z,FALSE,TRUE,Los Angeles,"I'm that actor in some of the movies you liked and some you didn't. Sometimes I'm in pretty good shape, other times I'm not. Hey, you gotta live, you know?",16136017,23,948,0
96,242245578,د. عائض القرني,Dr_alqarnee,2011-01-24T09:22:31.000Z,FALSE,TRUE,Saudi Arabia,داعية إسلامي | دكتوراه في الحديث النبوي | مؤلف وأديب | صدرت لي العديد من المؤلفات وآخرها #ملهم_العالم للتواصل | alqarneoffice@gmail.com,20574876,513,72690,0
97,40908929,Usher Raymond IV,Usher,2009-05-18T16:36:50.000Z,FALSE,TRUE,,USHER: The Vegas Experience | Text me at (404) 737-1821,12011212,536,6310,0
98,31348594,Akshay Kumar,akshaykumar,2009-04-15T05:23:19.000Z,FALSE,TRUE,,,45419017,27,41550,0
99,128841198,luna maya,LunaMaya26,2010-04-02T10:25:37.000Z,FALSE,TRUE,INDONESIA,"Queen of the moon 👑 CP: schedule.lunamaya@gmail.com //owner of https://t.co/C4bfhftBz5 , @travelsecretsid, LunaHabit @lunahabit",11952324,614,15953,0
100,20015311,Ricky Gervais,rickygervais,2009-02-04T00:00:12.000Z,FALSE,TRUE,Earth,Godless Ape. Writer. Director. Actor. Comedian. #TheOffice #GhostTown #Extras #TheInventionOfLying #Derek #Humanity #AfterLife #SuperNature #AbsolutelyMental,15124521,1534,71978,0
101,126571977,Cem Yılmaz,CMYLMZ,2010-03-26T08:44:54.000Z,FALSE,TRUE,"İstanbul, TR",Cem Yılmaz resmi Twitter hesabıdır. Cem Yılmaz official Twitter account.          https://t.co/nx5FvvxqZS,15962272,259,2406,0
102,56783491,Nick Jonas,nickjonas,2009-07-14T19:07:05.000Z,FALSE,TRUE,"Los Angeles, CA",,14134015,621,6342,0
103,183387449,Xabi Alonso,XabiAlonso,2010-08-26T21:54:09.000Z,FALSE,TRUE,,Cuenta oficial de Xabi Alonso,11654996,532,610,0
104,250831586,Dwayne Johnson,TheRock,2011-02-11T22:14:10.000Z,FALSE,TRUE,,Founder,16759986,390,26708,0
105,16303106,Stephen Colbert,StephenAtHome,2008-09-15T22:31:44.000Z,FALSE,TRUE,,Evie’s husband,19326879,49,7087,0
106,139092348,Sergio Kun Aguero,aguerosergiokun,2010-05-01T14:30:52.000Z,FALSE,TRUE,"Barcelona, España",🇦🇷 CEO @KRUesports; @Stake - https://t.co/SiavGBJKzU; https://t.co/qWyPIcolpE,15400151,149,5231,0
107,50037051,Victoria Justice,VictoriaJustice,2009-06-23T17:19:10.000Z,FALSE,TRUE,,A Perfect Pairing is out now on Netflix!,9880586,1667,21873,0
108,58531272,Radamel Falcao,FALCAO,2009-07-20T17:23:57.000Z,FALSE,TRUE,"Madrid, Comunidad de Madrid",Jugador profesional de fútbol. Seguidor de Jesús // Professional football player. Jesus follower.,17264046,635,6843,0
109,65992743,Lindsay Lohan,lindsaylohan,2009-08-15T22:33:26.000Z,FALSE,TRUE,,🙏,8225947,647,381,0
110,19895282,A.R.Rahman,arrahman,2009-02-02T05:53:57.000Z,FALSE,TRUE,"Chennai, India",Director of LeMusk the Cinematic Sensory experience… Tweets by Administrator,24341248,3,6746,0
111,196795202,Austin Mahone,AustinMahone,2010-09-29T22:53:34.000Z,FALSE,TRUE,"Los Angeles, CA",,8956271,69217,42620,0
112,185314895,Victoria Beckham,victoriabeckham,2010-08-31T18:06:25.000Z,FALSE,TRUE,London,The official Twitter page for Victoria Beckham,11797674,56,4091,0
113,280701704,James Rodríguez,jamesdrodriguez,2011-04-11T21:45:31.000Z,FALSE,TRUE,,Bienvenidos⚽🇨🇴 JR🔟,19035887,292,2925,0
114,24966423,TreySongz.eth,TreySongz,2009-03-17T22:10:47.000Z,FALSE,TRUE,,‘Back Home’ available everywhere 🖤 “tweets ≠ endorsements” “#NotFinancialAdvice”,13630711,3380,14693,0
115,91390383,Sofia Vergara,SofiaVergara,2009-11-20T17:55:25.000Z,FALSE,TRUE,,"Colombian, Mother, Wife, Actor, Entepreneur, cake lover 🍰 and judge on America’s Got Talent",8576510,109,10352,0
116,92367751,Jessica Alba,jessicaalba,2009-11-24T21:17:31.000Z,FALSE,TRUE,,"Mom of 3, Founder of The Honest Company, amateur chef, terrible speller, loyal friend, hilarious at times... I play make believe for a living",8583522,1718,6662,0
117,344634424,Rafa Nadal,RafaelNadal,2011-07-29T10:44:02.000Z,FALSE,TRUE,Manacor,Tennis player,15841661,146,3166,0
118,18297088,Rafinha Bastos,rafinhabastos,2008-12-22T01:11:01.000Z,FALSE,TRUE,Brasil,"Perfil administrado por Rafinha e equipe. Quando o tweet for bom, foi do Rafinha. Quando der cagada, foi da equipe. Contato: contato@rafinhabastos.com.br",11379870,250,36105,0
119,36483808,Daddy Yankee 🐐,daddy_yankee,2009-04-29T21:15:16.000Z,FALSE,TRUE,Puerto Rico ,Global Music Icon. New album #Legendaddy,15939189,87,23265,0
120,30040682,Anahi,Anahi,2009-04-09T18:49:26.000Z,FALSE,TRUE,,Exclusive Management -The Sixth House info@sixthhouse.com,9894065,770,8509,0
121,19691643,LMFAO,LMFAO,2009-01-29T02:32:50.000Z,FALSE,FALSE,Hollywood,Sorry For Party Rocking..... Ya B*tch!!,6814779,1351,5782,0
122,52471614,William Bonner,realwbonner,2009-06-30T18:16:52.000Z,FALSE,TRUE,Brazil,,9907535,0,10151,0
123,71201743,Virat Kohli,imVkohli,2009-09-03T07:57:30.000Z,FALSE,TRUE,,A proud husband and father ❤️,51727960,65,2716,0
124,36008570,Jessie J,JessieJ,2009-04-28T06:34:34.000Z,FALSE,TRUE,,The one that sings really loud,8058560,156,20958,0
125,42513459,Vidi Aldiano,vidialdiano,2009-05-25T23:31:51.000Z,FALSE,TRUE,INDONESIA,Booking through: +6282111069666 (Mr. Bibit)| varecords.management@gmail.com,8546068,471,32222,0
126,23563916,Anne Curtis-Smith,annecurtissmith,2009-03-10T06:15:36.000Z,FALSE,TRUE,Republic of the Philippines :),Anne Curtis. Fil/Aussie. Actress/Host & Pursuer of Dreams. 📷: https://t.co/FfoJ7Rxq0f,14831765,1447,53847,0
127,135421739,Sachin Tendulkar,sachin_rt,2010-04-21T07:42:23.000Z,FALSE,TRUE,"ÜT: 18.986431,72.823769",Proud Indian,38092044,81,4803,0
128,6741632,Marcelo Tas,MarceloTas,2007-06-11T14:13:30.000Z,FALSE,TRUE,"Sao Paulo, Brazil",👽 comercial@supernormal.com.br,9179401,4015,23861,0
129,2804435462,برنامج مقامات,mishari_alafasy,2014-09-11T22:23:45.000Z,FALSE,FALSE,,ينطلق برنامج مقامات للشيخ مشاري راشد العفاسي على تلفزيون دولة الكويت من جديد في دورة أكتوبر 2022 بعد عرضه الأول على شاشة mbc1,8116,3,20990,0
130,136007061,Carles Puyol,Carles5puyol,2010-04-22T19:49:00.000Z,FALSE,TRUE,La Pobla de Segur & Barcelona,"Carles Puyol, born in La Pobla de Segur on April 13th, 1978. My facebook is https://t.co/XrUB7TdomG #olyverse",12421313,447,2521,0
131,18948541,Seth MacFarlane,SethMacFarlane,2009-01-13T19:04:37.000Z,FALSE,TRUE,,"The Official Twitter Page of Seth MacFarlane - “The Orville: New Horizons” coming to Hulu June 2, 2022!",13680759,521,833,0
132,4101221,Thalia,thalia,2007-04-11T01:07:09.000Z,FALSE,TRUE,,Welcome to my world! STREAM PSYCHO B**CH NOW! #PsychoBitch 🪩💜🔥💃🏻🕺🏽,9795101,2393,24659,0
133,254274083,Marc Anthony,MarcAnthony,2011-02-18T23:59:54.000Z,FALSE,TRUE,,"We inspire, we are the change, we create. 
PA’LLA VOY ALBUM⬇️ OUT NOW CHECK IT OUT!",11334674,811,7528,0
134,185827887,Cesc Fàbregas Soler,cesc4official,2010-09-01T23:01:33.000Z,FALSE,TRUE,"Como, Lombardy",Proud dad of 5 beautiful children. 35 years old. Como football player. 📸 Instagram: cescf4bregas,9986996,414,5968,0
135,18222378,50cent,50cent,2008-12-18T19:18:49.000Z,FALSE,TRUE,,"G-UNIT FILM & TV, SIRE SPIRITS, G-UNIT RECORDS & THE G-UNITY FOUNDATION",12649623,37,11513,0
136,338084918,Pharrell Williams,Pharrell,2011-07-19T02:08:57.000Z,FALSE,TRUE,,i am OTHER. @sitw @humanrace,10669828,1099,4924,0
137,104249727,J O E  J O N A S,joejonas,2010-01-12T19:29:00.000Z,FALSE,TRUE,,☕️ | he/him,9942151,85,11464,0
138,17915334,Sean Don,BigSean,2008-12-06T03:17:02.000Z,FALSE,TRUE,,#DETROITMixtape,14185377,2189,21266,0
139,264107729,5 Seconds of Summer,5SOS,2011-03-11T10:18:46.000Z,FALSE,TRUE,"Sydney, Australia",Our fifth album 5SOS5 is out now ✨,12519936,27303,29444,0
140,6480682,Aziz Ansari,azizansari,2007-05-31T19:06:49.000Z,FALSE,TRUE,"New York, NY",Pasta lover. I don't tweet much. My new Netflix series Master of None is now streaming on Netflix. I wrote a book called Modern Romance.,9958915,0,7585,0
141,1059194370,Kobe Bryant,kobebryant,2013-01-04T01:09:40.000Z,FALSE,TRUE,,"@Granity Studios - CEO, Writer, Producer",14882217,510,1906,0
142,57099808,davidbisbal,davidbisbal,2009-07-15T18:47:03.000Z,FALSE,TRUE,"Almería, Andalucía, España",Nuevo single 'Tú me delatas',9931599,918,19304,0
143,87170183,Abhishek 𝐁𝐚𝐜𝐡𝐜𝐡𝐚𝐧,juniorbachchan,2009-11-03T11:29:22.000Z,FALSE,TRUE,"Mumbai, India","Actor, Sports fan.",15547536,403,33783,0
144,62557485,Tata werneck,Tatawerneck,2009-08-03T16:43:18.000Z,FALSE,TRUE,,Bonita mas nao de rosto. snap: tatawerneckreal,11462496,2382,25366,0
145,6427882,Channing Tatum,channingtatum,2007-05-29T23:50:23.000Z,FALSE,TRUE,"Los Angeles, CA",I just want to be on an adventure.,7677085,307,7180,0
146,230845588,Robin van Persie,Persie_Official,2010-12-26T21:38:00.000Z,FALSE,TRUE,"Rotterdam, The Netherlands",New padel line out now!!,9313843,201,1082,0
147,51376979,Sonam K Ahuja,sonamakapoor,2009-06-27T07:25:39.000Z,FALSE,TRUE,India,Actor,13191926,958,20456,0
148,79650494,Cody Simpson,CodySimpson,2009-10-04T04:53:26.000Z,FALSE,TRUE,,Australian Musician & Swimmer. @undp Ocean Advocate. Founder of Prince Neptune: The Label.,6749866,68046,34146,0
